SA2 Code,SA2 Label,Diabetes (%) All ages,Diabetes (%) 60 years and over,Diabetes (%) 70 years and over
119041380,Monterey - Brighton-le-Sands - Kyeemagh,6.3,19.4,22.7
215011391,St Arnaud,9.5,19.7,22.7
310031291,Leichhardt - One Mile,5.5,20,22.7
319021508,Monto - Eidsvold,9.1,20.1,22.7
206071141,Collingwood,3.6,17.5,22.8
209021205,Kingsbury,4.1,18.7,22.8
404021100,North Haven,7.3,19,22.8
602021053,Beauty Point - Beaconsfield,10,19.2,22.8
319021504,Gin Gin,9.7,20.1,22.8
310031292,North Ipswich - Tivoli,7.2,20.3,22.8
604011082,Ulverstone,8.9,20.5,22.8
119041379,Kogarah Bay - Carlton - Allawah,5.3,18.8,22.9
406011130,Eyre Peninsula,7.6,18.8,22.9
213041360,Taylors Hill,3.3,19.3,22.9
505021085,Balga - Mirrabooka,5.1,19.3,22.9
602031059,George Town,8.5,19.8,22.9
604011081,Somerset,8.1,20.1,22.9
702011046,East Side,5.3,16.9,23
206021112,Thornbury,4,17.2,23
206071142,Fitzroy,4.3,17.5,23
213051465,Point Cook - North,3.4,18.3,23
212041313,Dingley Village,6.7,18.9,23
108021156,Kempsey Region,9.2,19.4,23
210031438,Glenroy,5,20.1,23
119011359,Panania - Milperra - Picnic Point,6.1,20.2,23
210031440,Hadfield,6.5,20.5,23
213051368,Werribee - South,5.9,18.7,23.1
506011110,Armadale - Wungong - Brookdale,6,20.4,23.1
604011083,West Ulverstone,8.4,20.4,23.1
601011001,Bridgewater - Gagebrook,5.8,19.2,23.2
119041378,Kogarah,4.7,19.5,23.2
125041588,Pendle Hill - Girraween,5.6,20.2,23.2
306021145,Cairns City,6.6,20.2,23.2
125041589,Wentworthville - Westmead,5.4,20.6,23.2
313021365,Caboolture,6.4,20.8,23.2
310011272,Durack,7.1,21.8,23.2
702011045,Charles,5.7,17.6,23.3
213051468,Werribee - West,4.7,17.7,23.3
404031108,Richmond (SA),6.1,19.5,23.3
119041377,Kingsgrove (South) - Bardwell Park,6.3,19.8,23.3
210031236,Coburg North,4.9,19.9,23.3
108021159,Nambucca Heads Region,9.1,19.9,23.3
313021366,Caboolture - South,5.8,20.9,23.3
311021306,Beenleigh,6.7,20.9,23.3
701021018,Jingili,4.8,17.6,23.4
604021091,Sheffield - Railton,8.1,19,23.4
119041381,Rockdale - Banksia,4.6,19.1,23.4
107011131,Dapto - Avondale,6.9,20.5,23.4
507031170,Calista,6.2,20.9,23.4
110021190,Glen Innes,9.5,20.9,23.4
110041199,Gunnedah,7.4,21.2,23.4
120031396,Homebush,3.6,18.4,23.5
209041225,Whittlesea,5.8,19.2,23.5
407031163,Loxton Region,8.4,20,23.5
311031311,Boronia Heights - Park Ridge,7.1,21.1,23.5
108021158,Nambucca Heads,11.6,21.3,23.5
206031113,Ascot Vale,4.5,17.3,23.6
209041224,Wallan,4.1,18.1,23.6
209021429,Preston - West,4.8,19,23.6
213051467,Werribee - East,5.2,19,23.6
119041375,Arncliffe - Bardwell Valley,3.9,19.1,23.6
311051326,Loganlea,5.1,19.1,23.6
306021148,Gordonvale - Trinity,6.4,20,23.6
604031097,West Coast (Tas.),7.7,20,23.6
407031170,Waikerie,9.2,20.1,23.6
107011545,Berkeley - Lake Heights - Cringila,6.5,20.7,23.6
319021506,Kingaroy Region - North,8.6,20.8,23.6
108021157,Macksville - Scotts Head,9.4,20.8,23.6
105031104,Gilgandra,8.7,21.3,23.6
105031106,Wellington,8.8,21.5,23.6
119011360,Revesby,6.1,20.8,23.7
213051361,Hoppers Crossing - North,4.7,17.9,23.8
701021028,Wagaman,4.9,18.1,23.8
107011134,Unanderra - Mount Kembla,5.9,19.6,23.8
511031280,Kalgoorlie - North,4.1,19.9,23.8
407031159,Barmera,8.6,20.3,23.8
602031064,St Helens - Scamander,11.1,20.7,23.8
405041125,Moonta,11.1,20.8,23.8
213041463,Caroline Springs,3.7,19.1,23.9
306021155,White Rock,6.3,20.3,23.9
407021152,Millicent,8.3,20.3,23.9
105031099,Coonabarabran,9.6,21.4,23.9
701021011,Anula,4.2,16.5,24
404011090,Beverley,5.8,19.3,24
407021156,Penola,7.7,19.7,24
209021208,Reservoir - West,5.8,20.4,24
311061333,Slacks Creek,6.2,20.5,24
604011077,Burnie - Wivenhoe,7.5,20.5,24
311061330,Kingston (Qld.),5.9,20.8,24
604011078,Parklands - Camdale,7.3,21,24
105031105,Narromine,8,21,24
507031174,Parmelia - Orelia,6.7,21.1,24
123021437,Campbelltown - Woodbine,6.5,21.7,24
110031198,Narrabri Region,8,21.7,24
213051369,Wyndham Vale,3.3,18.6,24.1
117011321,Botany,4.6,19.3,24.1
405041127,Yorke Peninsula - North,10.8,20.7,24.1
604011080,Romaine - Havenview,7.4,21.1,24.1
123021440,Ingleburn - Denham Court,6,21.2,24.1
506041134,Gosnells,6.7,21.3,24.1
119011354,Bass Hill - Georges Hall,6,21.4,24.1
303051076,Rocklea - Acacia Ridge,6.1,21.4,24.1
103021062,Condobolin,8.3,21.9,24.1
701021030,Wulagi,4.8,18.1,24.2
209041430,Doreen,3.2,18.8,24.2
119041376,Bexley,5.3,19.6,24.2
404011094,Royal Park - Hendon - Albert Park,6.5,20,24.2
318021490,Townsville City - North Ward,7,20.2,24.2
306031160,Johnstone,8.4,20.3,24.2
504031065,Middle Swan - Herne Hill,7.1,20.5,24.2
210031237,Fawkner,5.8,21.6,24.2
306021154,Westcourt - Bungalow,7.7,22,24.2
213041355,Hillside,3.6,19,24.3
212031458,Narre Warren South (West),4.2,19.7,24.3
209021428,Preston - East,4.8,20,24.3
306031158,Babinda,9,20.3,24.3
123021441,Leumeah - Minto Heights,6.5,20.7,24.3
313021368,Morayfield - East,5.6,21.2,24.3
318021477,Heatley,7.9,21.7,24.3
604011075,Acton - Upper Burnie,8.2,21.8,24.3
701021024,Moil,5.1,19.2,24.4
505031098,Alexander Heights - Koondoola,6,20.2,24.4
306031161,Tully,8.9,20.9,24.4
318021471,Condon - Rasmussen,6.5,21.2,24.4
318021472,Cranbrook,7.8,21.3,24.4
604011084,Wynyard,9.5,21.8,24.4
212031306,Lynbrook - Lyndhurst,3.8,19.6,24.5
505031104,Marangaroo,5.8,20.1,24.5
306021157,Woree,7.1,20.7,24.5
318021480,Kelso,5.3,20.1,24.6
306021149,Kanimbla - Mooroobool,6.6,20.5,24.6
318021478,Hermit Park - Rosslea,6.5,21,24.6
407031160,Berri,8.7,22.1,24.6
209041436,South Morang (South),4.6,19.9,24.7
318021483,Magnetic Island,11,20.4,24.7
209041216,Bundoora - North,4.6,20.5,24.7
306021147,Edmonton,5.3,20.7,24.7
206031115,Flemington,4.2,18.7,24.8
117011322,Mascot - Eastlakes,5,20.9,24.8
404021101,Port Adelaide,7.5,21.2,24.8
119011572,Bankstown - South,5.5,21.5,24.8
318021476,Gulliver - Currajong - Vincent,6.8,21.6,24.8
311061336,Woodridge,6.1,21.7,24.8
311061331,Logan Central,6.5,22.1,24.8
107011546,Port Kembla - Warrawong,7.7,22.1,24.8
407031167,Renmark,9.3,22.4,24.8
124031464,Penrith,6.9,22.5,24.8
213051464,Point Cook - East,3.1,17.9,24.9
213051366,Truganina,2.7,19.8,24.9
117011323,Pagewood - Hillsdale - Daceyville,6.1,20.9,24.9
318021481,Kirwan - East,7,21,24.9
119011356,Condell Park,5.5,21.6,24.9
306021152,Manunda,7.6,21.6,24.9
318021467,Aitkenvale,7.3,21.9,24.9
103021068,Parkes Region,9.3,21.9,24.9
701021029,Wanguri,5.4,19.3,25
312011340,Collinsville,8.5,20.7,25
505031102,Girrawheen,6.2,21.2,25
405041128,Yorke Peninsula - South,12.1,21.6,25
506041136,Maddington - Orange Grove - Martin,6.7,22,25
213031349,Maribyrnong,3.9,18.1,25.1
701021013,Brinkin - Nakara,5.4,18.5,25.2
318021488,South Townsville - Railway Estate,7,20.9,25.2
318021491,Wulguru - Roseneath,7.7,21.3,25.2
318011465,Ingham Region,10.6,21.7,25.2
402041047,Salisbury East,7.4,22,25.2
306031159,Innisfail,8.5,22.1,25.2
310041300,Goodna,5.8,23.3,25.2
209041434,Mernda,3.2,19.8,25.3
311031313,Chambers Flat - Logan Reserve,6.1,21,25.3
310011271,Darra - Sumner,6,22.9,25.3
318011464,Ingham,10.5,22.9,25.3
110031195,Moree,7.8,23.3,25.3
117021327,Petersham - Stanmore,4,18.3,25.4
206011109,Pascoe Vale South,4.6,18.8,25.4
209041217,Bundoora - West,7.1,21.1,25.4
318011461,Burdekin,8.8,21.5,25.4
116021312,Riverstone - Marsden Park,4.5,21.9,25.4
404011093,Hindmarsh - Brompton,6,20.4,25.5
123021438,Claymore - Eagle Vale - Raby,5.5,21.2,25.5
306021151,Manoora,6.8,21.6,25.5
110031197,Narrabri,7.8,23.1,25.5
701021027,Tiwi,5.7,19.2,25.6
212041314,Keysborough,5.4,20.6,25.6
511031278,Boulder,4.7,21,25.6
215031403,Robinvale,7,21,25.6
312021352,Sarina,7.6,21.3,25.6
318021479,Hyde Park - Pimlico,7.1,21.7,25.6
310041302,Redbank Plains,4,21.8,25.6
117021328,Sydenham - Tempe - St Peters,4.3,18.3,25.7
701041041,Palmerston - North,3.1,18.7,25.7
507011154,Hamilton Hill,7.1,21.4,25.7
109021178,Wentworth - Buronga,8.6,21.6,25.7
212041310,Clayton South,6,22.2,25.7
318011460,Ayr,9,22.4,25.7
119011571,Bankstown - North,5.5,22.6,25.7
119011357,Greenacre - Mount Lewis,5.9,22.7,25.7
116011560,Blacktown (South),6,22.7,25.7
213031350,Seddon - Kingsville,3.8,19.6,25.8
506041132,Beckenham - Kenwick - Langford,6.1,21.9,25.8
113011259,Narrandera,9.4,23.2,25.8
125011473,Homebush Bay - Silverwater,3.7,20,25.9
404011097,Woodville - Cheltenham,6.4,20.9,25.9
212041309,Clarinda - Oakleigh South,7.3,21.2,25.9
311031317,Marsden,4.7,22,25.9
318011462,Charters Towers,8.4,22.5,25.9
310011274,Inala - Richlands,6.7,24.2,25.9
312011337,Bowen,7.9,21.4,26
212041460,Noble Park - West,6,21.6,26
123021444,Rosemeadow - Glen Alpine,6.3,21.9,26
116011561,Blacktown (West),5.9,22.8,26
206011107,Brunswick West,4.3,19.2,26.1
206011105,Brunswick,3.8,19.3,26.1
213041462,Burnside Heights,3,19.5,26.1
117021326,Marrickville,4.7,19.5,26.1
213031352,Yarraville,4.3,20,26.1
212041459,Noble Park - East,5.6,21.9,26.1
402021031,Elizabeth East,7.6,23.9,26.1
213051466,Point Cook - South,2.6,19.3,26.2
206011106,Brunswick East,3.6,19.5,26.2
206011108,Coburg,4.7,19.5,26.2
213021342,Altona Meadows,6.1,20.5,26.2
511031279,Kalgoorlie,4.5,20.8,26.2
209041437,Wollert,3.1,21.6,26.2
405041126,Wallaroo,11.7,22.5,26.2
212021295,Doveton,6.9,23.2,26.2
701021020,Leanyer,5.8,19.6,26.3
318021486,Northern Beaches,8.4,21.8,26.3
402041041,Para Hills,7.1,22.6,26.3
404021102,The Parks,6.9,22.9,26.3
405041124,Kadina,9.2,23,26.3
310011276,Wacol,6.3,23.9,26.3
105011095,Nyngan - Warren,9.3,25,26.3
209041431,Epping - East,5.1,20.9,26.5
123021443,Minto - St Andrews,5.7,21.8,26.5
311031312,Browns Plains,5.5,22.1,26.5
402041040,Ingle Farm,8.2,23.3,26.5
504031066,Midland - Guildford,7.2,22.6,26.6
209041220,Mill Park - North,5.4,20.1,26.7
311031314,Crestmead,4.8,22.4,26.7
125031482,Greystanes - Pemulwuy,6.3,22.5,26.7
212021297,Hallam,6.7,22.7,26.7
212031300,Cranbourne,6.4,22.8,26.7
209041221,Mill Park - South,5.8,20.5,26.8
213051365,Tarneit,3.4,22.1,26.8
318021475,Garbutt - West End,8.1,23,26.8
402021032,Munno Para West - Angle Vale,4.6,23.7,26.8
209041435,South Morang (North),3.5,20.2,26.9
124051581,St Marys - North St Marys,6,22.7,26.9
116011308,Seven Hills - Toongabbie,6.5,22.8,26.9
402031036,Enfield - Blair Athol,7.2,24,26.9
116011307,Lalor Park - Kings Langley,6.6,22.7,27
116011303,Blacktown (East) - Kings Park,5.5,23.6,27.1
105011094,Coonamble,9.4,25.2,27.1
402021028,Craigmore - Blakeview,5.9,24.1,27.2
124051469,Erskine Park,4.8,20,27.3
116021563,Quakers Hill,4.6,22,27.3
213041358,Melton West,4.9,22,27.3
215021396,Merbein,8.1,22.5,27.3
701021019,Karama,4.8,19.4,27.4
125011586,Lidcombe,5.3,22.2,27.4
405031121,Peterborough - Mount Remarkable,11.8,24.1,27.4
125011585,Berala,6,22.3,27.5
215021399,Red Cliffs,8,22.4,27.5
125011582,Auburn - Central,4.9,23,27.5
119031373,Riverwood,7.9,23.4,27.5
402021035,Virginia - Waterloo Corner,10.1,25.6,27.5
402021030,Elizabeth,9.2,26.7,27.5
402041044,Paralowie,5.7,22.4,27.6
127031524,Holsworthy - Wattle Grove,4.8,22.5,27.6
116021310,Parklea - Kellyville Ridge,4.2,23,27.6
116011304,Blacktown (North) - Marayong,6.3,23.4,27.6
125011584,Auburn - South,5.3,22.6,27.7
124051580,Colyton - Oxley Park,6,22.8,27.8
406011133,Port Lincoln,8,23.4,27.9
405031123,Port Pirie Region,9.6,24.2,27.9
116011306,Doonside - Woodcroft,5.8,22.7,28
402041046,Salisbury,8.1,25.2,28
510021270,South Hedland,3.7,18.5,28.1
402041048,Salisbury North,5.9,23.5,28.1
402041043,Parafield Gardens,7.1,24.4,28.1
124051470,St Clair,5.5,21,28.2
116021562,Acacia Gardens,4.7,22.6,28.2
119021367,Roselands,6.6,23.8,28.2
402021034,Smithfield - Elizabeth North,8.3,26.1,28.2
701041036,Bakewell,3.6,19.3,28.3
210051445,Mickleham - Yuroke,3.8,22.7,28.3
127031522,Casula,6.2,23.6,28.3
127031599,Lurnea - Cartwright,6.7,25.2,28.3
116021309,Glenwood,5.2,23.4,28.4
125011587,Regents Park,6.6,23.4,28.4
402021029,Davoren Park,5.5,25.9,28.4
701021010,Alawa,6.8,22.9,28.5
213041357,Melton South,5.4,23.4,28.5
119021364,Kingsgrove (North) - Earlwood,7.7,24.4,28.5
125031485,Merrylands - Holroyd,6.1,24.8,28.6
701041038,Durack - Marlow Lagoon,3.8,19.6,28.7
210051245,Gladstone Park - Westmeadows,7.5,23.1,28.7
406011136,Whyalla,8.3,24.5,28.7
510021269,Port Hedland,4,18.7,28.9
105021097,Broken Hill,10.5,26.3,28.9
127031523,Chipping Norton - Moorebank,6.4,23.6,29
701041043,Rosebery - Bellamack,2.8,21.5,29.1
127031600,Prestons - Edmondson Park,4.6,23.5,29.1
125011583,Auburn - North,4.7,24.8,29.2
212031305,Hampton Park - Lynbrook,6.4,24.8,29.3
119021362,Belmore - Belfield,7.2,25.1,29.3
213041356,Melton,6.9,24.2,29.4
127011506,Cobbitty - Leppington,4.7,24.1,29.6
119021363,Canterbury (South) - Campsie,6.1,24.4,29.6
127031598,Liverpool,6.5,25.7,29.7
210051246,Greenvale - Bulla,5.5,22.9,29.9
213051362,Hoppers Crossing - South,7.2,23.9,29.9
119021574,Wiley Park,5.2,24.8,30
210051441,Craigieburn - Central,5.4,23.8,30.3
701041044,Woodroffe,4.4,21.9,30.4
210051443,Craigieburn - South,4.2,23,30.5
213051363,Laverton,4.8,24.5,30.5
119021573,Lakemba,5.4,25.6,30.5
212041312,Dandenong North,8.1,25.5,30.6
123021436,Bradbury - Wedderburn,7.6,27.3,30.6
127011505,Austral - Greendale,7.5,25.3,30.7
212041317,Springvale,7.6,26.4,30.8
119011361,Yagoona - Birrong,7.6,27.1,30.8
123021442,Macquarie Fields - Glenfield,7.6,27.1,30.8
210051444,Craigieburn - West,3.5,26.2,30.9
405031122,Port Pirie,10.7,27.8,30.9
127021518,Horsley Park - Kemps Creek,7.5,25.3,31
212041316,Noble Park North,8.6,25.9,31.1
315021405,Mount Isa,6.1,26.3,31.1
209021207,Reservoir - East,7.4,26.7,31.1
213011340,Taylors Lakes,6.7,23.3,31.3
213011339,Sydenham,4.9,23.2,31.4
127011593,Cecil Hills,5.7,24.2,31.4
701021023,Millner,6.6,24.5,31.4
212041311,Dandenong,7.3,27.8,31.5
212041318,Springvale South,7.4,25.8,31.6
127011596,Hoxton Park - Carnes Hill - Horningsea Park,4.5,24.6,31.7
127011597,West Hoxton - Middleton Grange,4.1,24.9,31.7
127031601,Warwick Farm,7,27.3,31.8
127011595,Hinchinbrook,5.2,24.5,31.9
127011594,Green Valley,6.1,25.4,32.2
209041432,Epping - South,7.4,25.9,32.2
209041223,Thomastown,9.2,27.7,32.2
127021510,Bossley Park - Abbotsbury,7.3,25,32.4
213031348,Footscray,4.8,25.3,32.7
209041219,Lalor,8.6,28.3,32.8
213031351,West Footscray - Tottenham,5.4,25.6,33
127021514,Edensor Park,6.8,25.4,33.3
210051442,Craigieburn - North,3.8,25.2,33.6
125031484,Guildford West - Merrylands West,7.5,29.6,33.8
406021142,Port Augusta,9.8,29.1,34
213031347,Braybrook,5.8,26.3,34.1
125031479,Chester Hill - Sefton,8.3,29.9,34.3
116031319,Rooty Hill - Minchinbury,6.7,28.1,34.5
701041040,Moulden,5.9,28.2,34.5
116031315,Hassall Grove - Plumpton,5.9,28,35
209041433,Epping - West,4.2,26.3,35.2
125031481,Granville - Clyde,7.1,30.1,35.3
116031314,Glendenning - Dean Park,5.6,29.2,35.7
213011328,Ardeer - Albion,7.3,29.8,35.8
701021016,Coconut Grove,7.4,27.5,35.9
213011338,Sunshine West,8.5,30.2,35.9
125031483,Guildford - South Granville,7.5,31.6,36
125031480,Fairfield - East,8.3,30.9,36.1
210051243,Campbellfield - Coolaroo,8.7,31.8,36.1
119021366,Punchbowl,7.8,30.8,36.4
213011332,Keilor Downs,8.7,28,36.5
210051250,Tullamarine,9.9,30.7,36.6
210051242,Broadmeadows,7.8,31.8,36.6
210051249,Roxburgh Park - Somerton,5.8,30.1,36.9
213011330,Deer Park - Derrimut,6.3,29.4,37.2
213011337,Sunshine North,8.3,30.9,37.4
213011333,Kings Park (Vic.),8.6,29.2,37.5
127021512,Cabramatta West - Mount Pritchard,8.4,31.4,37.5
210051247,Meadow Heights,7.1,30.8,37.6
213011335,St Albans - South,8.7,31,37.7
701041039,Gray,6.8,28.7,37.8
213011334,St Albans - North,9.1,31.8,37.8
213011336,Sunshine,7.4,31.3,38.2
213011329,Cairnlea,5.7,27.5,38.3
127021516,Fairfield - West,9.1,33,38.6
127011504,Ashcroft - Busby - Miller,8.9,33.9,38.8
127021520,St Johns Park - Wakeley,9.9,30.9,38.9
213011331,Delahey,7.6,29.8,39.1
127021513,Canley Vale - Canley Heights,8.6,32.3,39.2
127021509,Bonnyrigg Heights - Bonnyrigg,8.2,30.8,39.5
127021517,Greenfield Park - Prairiewood,9.9,32.2,39.5
127021519,Smithfield - Wetherill Park,10,33.1,39.5
127021511,Cabramatta - Lansvale,9.5,34.1,41.4
127021515,Fairfield,9.8,35.4,41.6
116031316,Lethbridge Park - Tregear,8.6,38,41.8
116031317,Mount Druitt - Whalan,9.1,38.2,42.7
116031313,Bidwill - Hebersham - Emerton,9.8,37.9,43.2
801111141,Namadgi,NA,NA,NA
801031115,Majura,NA,NA,NA
506031130,Welshpool,NA,NA,NA
503021037,Kings Park (WA),NA,NA,NA
114011275,Ettrema - Sassafras - Budawang,NA,NA,NA
312021345,Eungella Hinterland,NA,NA,NA
308051532,Callemondah,NA,NA,NA
801031114,Canberra Airport,NA,NA,NA
801041118,Jacka,NA,NA,NA
801041119,Kenny,NA,NA,NA
205051099,Alps - West,NA,NA,NA
117011320,Banksmeadow,NA,NA,NA
507021167,O'Connor (WA),NA,NA,NA
801041120,Moncrieff,NA,NA,NA
101041022,Deua - Wadbilliga,NA,NA,NA
801011018,Lawson,NA,NA,NA
111031230,Newcastle Port - Kooragang,NA,NA,NA
507031172,Hope Valley - Postans,NA,NA,NA
801071089,Tuggeranong,NA,NA,NA
507031173,Kwinana Industrial,NA,NA,NA
127011592,Badgerys Creek,NA,NA,NA
701041042,Palmerston - South,1.9,NA,NA
304041099,Enoggera Reservoir,NA,NA,NA
801111140,ACT - South West,NA,NA,NA
801061129,Barton,3.2,NA,NA
801051127,Reid,4,9.9,NA
801051054,Dickson,2.7,9.7,NA
801091107,O'Malley,4.5,9.6,NA
801091109,Phillip,2.9,10.5,NA
801051053,Civic,2.8,9.6,NA
801031113,Canberra East,6.8,11.5,NA
801101135,Coombs,1.9,NA,NA
801071083,Macarthur,3.8,10.7,NA
801101139,Wright,2,NA,NA
801071088,Theodore,3.1,11.2,NA
801071086,Oxley (ACT),4.2,11.6,NA
302031037,Eagle Farm - Pinkenba,4.4,NA,NA
702011049,Mount Johns,3.7,11.7,NA
801041043,Hall,NA,NA,NA
505031256,Carabooda - Pinjar,4.9,NA,NA
801041038,Forde,2.5,13.1,NA
801041036,Casey,2.3,13.5,NA
801041035,Bonner,2.1,13.1,NA
701011009,Woolner - Bayview - Winnellie,3.3,11.9,NA
312021347,Mackay Harbour,NA,NA,NA
204011061,Upper Yarra Valley,NA,NA,NA
205031088,French Island,NA,NA,NA
312011341,Moranbah,2.8,15.4,NA
406021143,Roxby Downs,3.3,19.5,NA
701021021,Lyons (NT),2.5,18.2,NA
119011355,Chullora,3.6,20.7,NA
403041082,Lonsdale,NA,NA,NA
701041037,Driver,3.8,17.8,NA
701021012,Berrimah,6.7,21.9,NA
801061063,Forrest,3.7,8.3,NA
