SA2 Code,SA2 Label,Heart stroke vascular (%) All ages,Heart stroke vascular (%) 60 years and over,Heart stroke vascular (%) 70 years and over
215031400,Buloke,NA,NA,25.1
111031227,Mayfield - Warabrook,NA,18,25.2
123021438,Claymore - Eagle Vale - Raby,NA,18.1,25.2
316011414,Buderim - South,NA,18.3,25.2
213021346,Williamstown,NA,18.4,25.2
212031302,Cranbourne North,NA,18.9,25.2
318021475,Garbutt - West End,NA,18.9,25.2
216021413,Numurkah,NA,19.3,25.2
603031073,Forestier - Tasman,NA,19.8,25.2
116011561,Blacktown (West),NA,19.8,25.2
108051169,Taree,7.4,19.9,25.2
210051250,Tullamarine,NA,20,25.2
102021053,The Entrance,7.7,20.1,25.2
102021057,Wyong,NA,20.1,25.2
604021090,Quoiba - Spreyton,NA,NA,25.2
210051441,Craigieburn - Central,NA,NA,25.2
209041436,South Morang (South),NA,NA,25.2
127011505,Austral - Greendale,NA,NA,25.2
209041220,Mill Park - North,NA,18.2,25.3
125031479,Chester Hill - Sefton,NA,19,25.3
103031074,Mudgee Region - West,NA,19.3,25.3
111011207,Belmont South - Blacksmiths,NA,19.3,25.3
211041271,Nunawading,5.2,19.4,25.3
116011308,Seven Hills - Toongabbie,NA,19.7,25.3
402041172,Pooraka - Cavan,NA,19.7,25.3
114011278,Nowra,NA,19.8,25.3
203021047,North Geelong - Bell Park,NA,19.9,25.3
106041127,Muswellbrook Region,NA,20.3,25.3
107011547,Windang - Primbee,8.7,20.8,25.3
213021345,Seabrook,NA,NA,25.3
308031218,Rockhampton Region - East,NA,NA,25.3
210051247,Meadow Heights,NA,NA,25.3
123031445,Bargo,NA,NA,25.3
113011259,Narrandera,NA,NA,25.3
127021511,Cabramatta - Lansvale,NA,18.4,25.4
127021512,Cabramatta West - Mount Pritchard,NA,19.1,25.4
307011178,Tara,NA,19.3,25.4
213041356,Melton,NA,19.5,25.4
601011002,Brighton - Pontville,NA,20.2,25.4
114011274,Culburra Beach,NA,20.2,25.4
209041435,South Morang (North),NA,NA,25.4
213051363,Laverton,NA,NA,25.4
116031315,Hassall Grove - Plumpton,NA,NA,25.4
205051100,Longford - Loch Sport,NA,NA,25.4
209041432,Epping - South,NA,NA,25.4
105011093,Cobar,NA,NA,25.4
213041461,Burnside,NA,NA,25.4
119041375,Arncliffe - Bardwell Valley,NA,18.2,25.5
404011093,Hindmarsh - Brompton,NA,18.7,25.5
212041318,Springvale South,NA,18.8,25.5
107031142,Shellharbour - Oak Flats,NA,19,25.5
310031286,Ipswich - Central,NA,19.1,25.5
107031137,Albion Park Rail,NA,19.1,25.5
202021030,Kyneton,NA,19.4,25.5
311031311,Boronia Heights - Park Ridge,NA,19.6,25.5
205051101,Maffra,NA,19.6,25.5
212041313,Dingley Village,NA,19.8,25.5
406011133,Port Lincoln,NA,20,25.5
216031415,Mooroopna,NA,20.1,25.5
110041202,Tamworth - East,NA,20.3,25.5
105011095,Nyngan - Warren,NA,21.4,25.5
127031600,Prestons - Edmondson Park,NA,NA,25.5
103021064,Cowra Region,NA,NA,25.5
202011025,White Hills - Ascot,NA,18.8,25.6
212031458,Narre Warren South (West),NA,19,25.6
116011307,Lalor Park - Kings Langley,NA,19.3,25.6
212041312,Dandenong North,NA,19.5,25.6
111011208,Charlestown - Dudley,5.9,19.8,25.6
103021062,Condobolin,NA,19.9,25.6
216031417,Shepparton - South,5.8,20.6,25.6
801041034,Amaroo,NA,NA,25.6
106011107,Branxton - Greta - Pokolbin,NA,NA,25.6
116011306,Doonside - Woodcroft,NA,18.8,25.7
111031224,Hamilton - Broadmeadow,NA,19,25.7
127031598,Liverpool,NA,19.2,25.7
111011209,Glendale - Cardiff - Hillsborough,5.6,19.3,25.7
202011018,Bendigo,NA,19.4,25.7
111031223,Beresfield - Hexham,NA,19.7,25.7
212041317,Springvale,NA,19.9,25.7
103021069,West Wyalong,NA,20,25.7
213011337,Sunshine North,NA,20.1,25.7
124031464,Penrith,NA,20.7,25.7
209041221,Mill Park - South,NA,NA,25.7
103021068,Parkes Region,NA,NA,25.7
216031418,Shepparton Region - East,NA,NA,25.7
105011094,Coonamble,NA,NA,25.7
107041147,Helensburgh,NA,17.9,25.8
107031139,Kiama Downs - Minnamurra,NA,18.8,25.8
127031523,Chipping Norton - Moorebank,NA,19.5,25.8
201011001,Alfredton,NA,19.8,25.8
216031419,Shepparton Region - West,NA,20.2,25.8
402011026,Gawler - South,6.6,20.3,25.8
213041353,Bacchus Marsh,NA,20.3,25.8
319021503,Gayndah - Mundubbera,NA,20.3,25.8
209041434,Mernda,NA,NA,25.8
302021031,Kedron - Gordon Park,NA,18.9,25.9
213041357,Melton South,NA,19.3,25.9
210051242,Broadmeadows,NA,20.6,25.9
