SA2 Code,SA2 Label,Asthma (%) All ages,Asthma (%) 60 years and over,Asthma (%) 70 years and over
217031472,Colac,13.6,14.2,14.6
110031195,Moree,14.1,14.2,14.6
209011199,Heidelberg West,11.8,14.3,14.6
407011149,Yankalilla,13.5,14.3,14.6
308031214,Park Avenue,13.7,14.4,14.6
312021355,Slade Point,13.8,14.4,14.6
103031074,Mudgee Region - West,13.9,14.4,14.6
507051186,Cooloongup,13.4,14.5,14.6
209041225,Whittlesea,14.8,14.5,14.6
403031070,Panorama,12.6,14.6,14.6
312021358,West Mackay,12.8,14.6,14.6
308031205,Berserker,13.4,14.6,14.6
602011048,Summerhill - Prospect,13.9,14.6,14.6
113031268,Wagga Wagga - North,14,14.7,14.6
215011391,St Arnaud,14.7,14.7,14.6
604021087,Latrobe,14.7,14.7,14.6
216031418,Shepparton Region - East,15.4,14.7,14.6
313051377,Clontarf,14,14.8,14.6
214021384,Rosebud - McCrae,14.7,14.8,14.6
201031013,Avoca,15,14.8,14.6
505031255,Alkimos - Eglinton,11.3,14.9,14.6
205031093,Wonthaggi - Inverloch,15.1,14.9,14.6
102021050,Lake Munmorah - Mannering Park,15.3,14.9,14.6
205021084,Lakes Entrance,14.9,15.1,14.6
127031599,Lurnea - Cartwright,11.1,14,14.7
312011337,Bowen,12.5,14,14.7
305031127,Newmarket,11.8,14.2,14.7
217031474,Corangamite - North,13.6,14.3,14.7
505031099,Butler - Merriwa - Ridgewood,11.4,14.4,14.7
505031102,Girrawheen,11.4,14.4,14.7
317011454,North Toowoomba - Harlaxton,13.8,14.5,14.7
405041125,Moonta,14.3,14.6,14.7
107041548,Wollongong - East,12.6,14.7,14.7
507031174,Parmelia - Orelia,12.7,14.7,14.7
211051275,Chirnside Park,13.8,14.8,14.7
217011421,Hamilton (Vic.),15,14.8,14.7
112031251,Murwillumbah,14.8,14.9,14.7
205021086,Paynesville,14.8,15.1,14.7
102021046,Budgewoi - Buff Point - Halekulani,15.4,15.2,14.7
211011256,Rowville - Central,12,13.8,14.8
111031226,Maryland - Fletcher - Minmi,13,14.4,14.8
204011056,Kilmore - Broadford,13.8,14.4,14.8
506011117,Seville Grove,12.3,14.6,14.8
407011145,Kangaroo Island,13.6,14.6,14.8
103031073,Mudgee Region - East,13.8,14.6,14.8
216021414,Yarrawonga,14.5,14.6,14.8
603021071,Geeveston - Dover,14.6,14.6,14.8
124031464,Penrith,12.4,14.7,14.8
309071251,Coomera,12.6,14.7,14.8
601031014,Berriedale - Chigwell,14.4,14.7,14.8
205041098,Yallourn North - Glengarry,15.3,14.9,14.8
110011187,Armidale Region - North,15.8,14.9,14.8
213051369,Wyndham Vale,12.6,15,14.8
216031417,Shepparton - South,13.8,15.1,14.8
205021085,Orbost,15,15.1,14.8
403021063,Sheidow Park - Trott Park,14.7,15.6,14.8
206071141,Collingwood,11.4,14.3,14.9
801051051,Braddon,11.4,14.4,14.9
302031040,Nundah,10.3,14.5,14.9
308031215,Parkhurst - Kawana,13.7,14.7,14.9
204011059,Seymour,14.2,14.7,14.9
311061333,Slacks Creek,12.6,14.8,14.9
403011056,Brighton (SA),13.1,14.8,14.9
312021342,Andergrove - Beaconsfield,13.4,14.8,14.9
309071257,Pimpama,12.9,14.9,14.9
201031017,Maryborough Region,15.2,15.1,14.9
311021309,Mount Warren Park,14.3,15.2,14.9
102021054,Toukley - Norah Head,15.2,15.3,14.9
102021045,Blue Haven - San Remo,15.5,15.3,14.9
104021085,Coffs Harbour - South,14.7,15.4,14.9
402051054,Redwood Park,14.9,15.4,14.9
403021058,Edwardstown,12.9,15.6,14.9
111021217,Edgeworth - Cameron Park,13.1,14.5,15
506011110,Armadale - Wungong - Brookdale,12.8,14.6,15
202021026,Bendigo Region - South,15.2,14.8,15
319041520,Torquay - Scarness - Kawungan,14.2,14.9,15
604021091,Sheffield - Railton,15.2,15,15
204021066,Wangaratta,15.6,15,15
202021029,Heathcote,15.3,15.1,15
403031066,Bellevue Heights,13,15.2,15
216031416,Shepparton - North,14,15.3,15
405011113,Mallala,14.6,15.3,15
107031143,Warilla,15.7,15.3,15
201011001,Alfredton,14.8,15.4,15
216011410,Rushworth,16.2,15.6,15
319031513,Gympie - South,15.7,15.9,15
212011287,Beaconsfield - Officer,14.7,16,15
507051193,Warnbro,13.5,14.7,15.1
202021028,Castlemaine Region,14.7,14.7,15.1
308031217,Rockhampton City,13.9,14.8,15.1
502011029,Pinjarra,14,14.8,15.1
312021356,South Mackay,13,14.9,15.1
602011044,Prospect Vale - Blackstone,14.4,14.9,15.1
602031061,Northern Midlands,14.9,15,15.1
107031137,Albion Park Rail,15.2,15.1,15.1
301011005,Thorneside,14,15.2,15.1
602011050,Waverley - St Leonards,15,15.2,15.1
204021063,Benalla,15.5,15.2,15.1
311021307,Eagleby,14,15.3,15.1
205021081,Bairnsdale,15,15.4,15.1
216011409,Rochester,16.6,15.7,15.1
217041479,Warrnambool - North,13.8,14.5,15.2
212021297,Hallam,11.7,14.6,15.2
127031601,Warwick Farm,10,14.7,15.2
211031450,Croydon - East,13.1,15,15.2
507051192,Waikiki,13.4,15,15.2
407011146,Strathalbyn,14.1,15,15.2
601031019,Moonah,13.7,15.2,15.2
316021419,Caloundra - Kings Beach,14.2,15.2,15.2
211051274,Belgrave - Selby,14.3,15.3,15.2
112031550,Banora Point,15,15.3,15.2
201011007,Smythes Creek,15.8,15.4,15.2
403041087,Seaford (SA),14.3,15.7,15.2
202011020,East Bendigo - Kennington,15.2,15.7,15.2
405031122,Port Pirie,15.3,15.7,15.2
202011021,Flora Hill - Spring Gully,15.5,15.7,15.2
217041478,Moyne - West,13.6,14.4,15.3
206031113,Ascot Vale,12.4,14.8,15.3
309091541,Southport - South,12.2,14.9,15.3
601041022,Kingston - Huntingfield,14.5,15.1,15.3
211051282,Mount Dandenong - Olinda,14.2,15.2,15.3
319041518,Pialba - Eli Waters,14.3,15.2,15.3
309061248,Nerang - Mount Nathan,13.9,15.3,15.3
310011276,Wacol,13.4,15.4,15.3
313051379,Redcliffe,14.4,15.4,15.3
110011186,Armidale,15.3,15.4,15.3
215011392,Stawell,15.3,15.5,15.3
201011003,Ballarat - North,15.2,15.6,15.3
102021057,Wyong,15.3,15.8,15.3
113011259,Narrandera,14.1,14.6,15.4
103031072,Mudgee,13.9,15.1,15.4
602031060,Longford,14.7,15.2,15.4
404011097,Woodville - Cheltenham,13,15.3,15.4
602011052,Youngtown - Relbia,14.7,15.3,15.4
402041048,Salisbury North,13.6,15.4,15.4
602011037,Kings Meadows - Punchbowl,14.6,15.4,15.4
211051278,Lilydale - Coldstream,14.8,15.4,15.4
407011148,Victor Harbor,14.6,15.5,15.4
205011078,Trafalgar (Vic.),15.5,15.5,15.4
505031258,Yanchep,13.2,15.6,15.4
403021061,Mitchell Park,12.8,15.7,15.4
213051362,Hoppers Crossing - South,13.4,15.8,15.4
216011407,Kyabram,16.8,15.8,15.4
202011022,Kangaroo Flat - Golden Square,15.5,15.9,15.4
203021038,Corio - Norlane,15.8,16,15.4
217041477,Moyne - East,13.4,14.2,15.5
212031301,Cranbourne East,9.9,14.6,15.5
501021008,College Grove - Carey Park,13.8,15,15.5
211051281,Mooroolbark,13.5,15.1,15.5
211051283,Mount Evelyn,14.6,15.3,15.5
202021030,Kyneton,15,15.3,15.5
215021396,Merbein,15.6,15.3,15.5
502011028,Mandurah - South,14.3,15.4,15.5
407011144,Goolwa - Port Elliot,14.7,15.4,15.5
405011112,Lyndoch,14.9,15.5,15.5
210041240,Sunbury,15.8,15.5,15.5
201021012,Gordon (Vic.),15.9,15.6,15.5
201011005,Buninyong,15.6,15.8,15.5
201031016,Maryborough (Vic.),16,15.8,15.5
601031021,West Moonah,14.5,15.9,15.5
403041089,Woodcroft,14.8,16.2,15.5
403021064,Warradale,13.9,16.3,15.5
403041078,Hackham - Onkaparinga Hills,15.9,16.5,15.5
402011025,Gawler - North,16.5,16.6,15.5
217041480,Warrnambool - South,13.6,14.7,15.6
212031308,Pearcedale - Tooradin,14.3,14.9,15.6
103031070,Lithgow,14.3,15.2,15.6
602031062,Perth - Evandale,14.6,15.4,15.6
312021346,Mackay,11.8,15.5,15.6
103011061,Oberon,15.2,15.7,15.6
106011108,Cessnock,15.2,15.7,15.6
211051284,Upwey - Tecoma,14.5,15.8,15.6
106021117,Maitland - West,15,15.8,15.6
602011051,West Launceston,15,15.8,15.6
604011078,Parklands - Camdale,16.2,15.8,15.6
113031270,Wagga Wagga - West,15.2,15.9,15.6
212011291,Pakenham - North,14.9,16.4,15.6
501021251,Dalyellup,12.4,14.5,15.7
602031100,Scottsdale - Bridport,14.6,15.3,15.7
603021070,Cygnet,15.5,15.4,15.7
301011001,Alexandra Hills,14.4,15.6,15.7
317011446,Darling Heights,13.1,15.7,15.7
405011114,Nuriootpa,15.1,15.8,15.7
205011079,Warragul,15.4,15.9,15.7
402031036,Enfield - Blair Athol,12.2,16,15.7
311021306,Beenleigh,14.3,16,15.7
203021043,Lara,16.3,16,15.7
201011002,Ballarat,15.4,16.1,15.7
112021248,Lismore,16.1,16.2,15.7
203021044,Leopold,16.7,16.2,15.7
203021040,Geelong West - Hamlyn Heights,15.9,16.3,15.7
403041072,Aldinga,15.5,16.6,15.7
309091540,Southport - North,11.5,15.4,15.8
501021254,Withers - Usher,14.1,15.4,15.8
302041046,Zillmere,12.4,15.6,15.8
317011448,Gatton,13.1,15.8,15.8
602011040,Mowbray,13.4,16,15.8
318021488,South Townsville - Railway Estate,15.1,16.2,15.8
102021048,Gorokan - Kanwal - Charmhaven,16,16.2,15.8
403041084,Morphett Vale - East,15.1,16.3,15.8
201021009,Bacchus Marsh Region,16,16.3,15.8
215011388,Horsham,16.3,16.3,15.8
115011554,Castle Hill - East,11.6,14.5,15.9
212031305,Hampton Park - Lynbrook,11.4,15.1,15.9
405011110,Barossa - Angaston,15,15.5,15.9
316011416,Sippy Downs,13.8,15.7,15.9
202021027,Castlemaine,15.5,15.7,15.9
210031439,Gowanbrae,13.5,15.8,15.9
128011602,Caringbah,13.7,15.8,15.9
404021099,Largs Bay - Semaphore,14.2,15.8,15.9
603021072,Huonville - Franklin,15.6,15.8,15.9
402021032,Munno Para West - Angle Vale,14.3,15.9,15.9
402041044,Paralowie,14.5,15.9,15.9
404021100,North Haven,14.6,16,15.9
211011257,Rowville - North,12.6,14.9,16
211051277,Kilsyth,14.4,15.8,16
109011172,Albury - East,15.3,15.9,16
106021114,Maitland,15,16.1,16
210041241,Sunbury - South,15.9,16.1,16
203021041,Grovedale,15.8,16.2,16
203021037,Belmont,15.9,16.3,16
106031122,Raymond Terrace,16.1,16.4,16
201011006,Delacombe,16.5,16.4,16
601011001,Bridgewater - Gagebrook,19.3,17.5,16
211011251,Bayswater,12.5,15.5,16.1
211051280,Montrose,14.6,15.8,16.1
116031313,Bidwill - Hebersham - Emerton,13.2,16,16.1
402021031,Elizabeth East,14.1,16,16.1
205011076,Drouin,15.7,16.1,16.1
318021491,Wulguru - Roseneath,16.3,16.2,16.1
602021053,Beauty Point - Beaconsfield,16.3,16.2,16.1
318021467,Aitkenvale,14.7,16.4,16.1
106011111,Kurri Kurri - Abermain,16,16.4,16.1
602011038,Launceston,15.7,16.7,16.1
502011023,Greenfields,14.3,15.9,16.2
216021413,Numurkah,16.1,15.9,16.2
210051242,Broadmeadows,12.5,16.2,16.2
507031170,Calista,13.4,16.2,16.2
213041357,Melton South,13.7,16.3,16.2
402041046,Salisbury,13.7,16.3,16.2
313021365,Caboolture,15.7,16.5,16.2
310031294,Ripley,14.5,16.7,16.2
310031285,Churchill - Yamanto,15.6,16.7,16.2
203021045,Newcomb - Moolap,17.2,16.8,16.2
216021412,Moira,15.8,15.7,16.3
212021295,Doveton,11.5,15.9,16.3
211011449,The Basin,14.5,16,16.3
103021069,West Wyalong,15.2,16.1,16.3
604011075,Acton - Upper Burnie,15.7,16.1,16.3
402021028,Craigmore - Blakeview,15,16.3,16.3
310031284,Bundamba,14.6,16.4,16.3
213041356,Melton,15.2,16.4,16.3
310031283,Brassall,15,16.5,16.3
319011495,Bundaberg,15,16.5,16.3
313051378,Margate - Woody Point,15.5,16.5,16.3
214021385,Somerville,16.5,16.5,16.3
202011025,White Hills - Ascot,15.8,16.6,16.3
314031394,Strathpine - Brendale,14.2,16.7,16.3
103011059,Bathurst - East,16.2,16.7,16.3
202011018,Bendigo,16.3,16.8,16.3
106021115,Maitland - East,15.7,16.7,16.4
314031393,Petrie,14.6,16.8,16.4
403041086,Reynella,15.4,16.9,16.4
116031316,Lethbridge Park - Tregear,12.5,16.1,16.5
602031059,George Town,15.6,16.1,16.5
103021064,Cowra Region,15.7,16.1,16.5
310031287,Ipswich - East,15,16.5,16.5
310031292,North Ipswich - Tivoli,15.5,16.5,16.5
201021011,Daylesford,16.1,16.5,16.5
214011370,Carrum Downs,15.2,16.8,16.5
502011025,Mandurah,13.7,15.8,16.6
116031317,Mount Druitt - Whalan,11.6,16,16.6
405011111,Light,15.9,16.4,16.6
201021010,Creswick - Clunes,16.4,16.5,16.6
311061331,Logan Central,12.8,16.7,16.6
402041043,Parafield Gardens,13.5,16.7,16.6
111031224,Hamilton - Broadmeadow,15.3,16.7,16.6
111031235,Wickham - Carrington - Tighes Hill,14.9,16.8,16.6
214011371,Frankston,15.7,16.9,16.6
402011026,Gawler - South,17.1,17.7,16.6
212031304,Cranbourne West,11.7,15.8,16.7
212031302,Cranbourne North,12.4,16.3,16.7
311051326,Loganlea,14.3,16.7,16.7
403041080,Happy Valley,15.2,16.7,16.7
604011077,Burnie - Wivenhoe,16.6,16.7,16.7
310031293,Raceview,15.1,16.8,16.7
206031115,Flemington,11.3,15.9,16.8
111021221,West Wallsend - Barnsley - Killingworth,15.8,16,16.8
211011446,Boronia,13.6,16.1,16.8
204011054,Alexandra,16.1,16.4,16.8
111031233,Wallsend - Elermore Vale,14.8,16.5,16.8
111031234,Waratah - North Lambton,14.5,16.6,16.8
211051286,Yarra Valley,15.9,16.6,16.8
602011041,Newnham - Mayfield,15.2,16.7,16.8
316071548,Nambour,15.6,16.8,16.8
214011372,Frankston North,16.3,17.1,16.8
206021111,Northcote,10.1,14.4,16.9
211011448,Ferntree Gully (South) - Upper Ferntree Gul,14.2,16.1,16.9
103021068,Parkes Region,15.3,16.2,16.9
103021062,Condobolin,15.7,16.4,16.9
311061336,Woodridge,12.5,16.6,16.9
309031238,Labrador,15,17.2,16.9
201011008,Wendouree - Miners Rest,17,17.2,16.9
203031049,Lorne - Anglesea,14.7,16.1,17
111031229,Newcastle - Cooks Hill,14,16.4,17.1
103021063,Cowra,16.3,16.7,17.1
213041353,Bacchus Marsh,16.3,17.1,17.1
211011447,Ferntree Gully (North),14,16.4,17.2
103021066,Grenfell,15.7,16.6,17.2
204011062,Yea,16.1,16.6,17.2
108041164,Port Macquarie - West,15.1,16.8,17.2
310011274,Inala - Richlands,12.7,16.9,17.2
602011047,South Launceston,15.1,16.9,17.2
602031064,St Helens - Scamander,16.3,16.9,17.2
111021219,Toronto - Awaba,16.4,16.9,17.3
214021379,Hastings - Somers,17.8,17.6,17.3
213041358,Melton West,15.8,17.7,17.3
108041166,Wauchope,15.5,16.7,17.4
111021215,Bolton Point - Teralba,16.5,16.8,17.4
103021065,Forbes,16.4,17.1,17.4
404021102,The Parks,12.7,17.2,17.4
111031227,Mayfield - Warabrook,15.3,17.3,17.4
314031391,Bray Park,15,17.6,17.4
202011019,California Gully - Eaglehawk,18,18,17.4
203031050,Ocean Grove - Barwon Heads,15.1,16.6,17.5
103021067,Parkes (NSW),16,17,17.6
310031291,Leichhardt - One Mile,16.5,18,17.6
602011045,Ravenswood,18.6,18,17.6
404021101,Port Adelaide,15.7,18.3,17.7
206021110,Alphington - Fairfield,10.7,15.2,17.8
310011272,Durack,12.4,16.9,17.8
314031392,Lawnton,15.3,18,17.8
310031295,Riverview,15.7,17.6,17.9
604021086,East Devonport,18.8,18.2,17.9
201011004,Ballarat - South,17.6,18.3,18
111011210,Mount Hutton - Windale,17.4,18.2,18.1
303051076,Rocklea - Acacia Ridge,14,17.5,18.2
403041074,Christies Beach,17.7,18.9,18.2
602011036,Invermay,16.1,18.1,18.4
212031300,Cranbourne,14.7,18.2,18.5
111031223,Beresfield - Hexham,17.5,18.4,18.6
103011058,Bathurst,17.3,18.7,18.9
402021034,Smithfield - Elizabeth North,16.9,19.2,19.3
310031286,Ipswich - Central,17.9,19.6,19.3
203031051,Portarlington,18,18.8,19.5
403041085,Morphett Vale - West,18.7,20,19.5
203031052,Point Lonsdale - Queenscliff,17.4,18.9,19.6
403041079,Hackham West - Huntfield Heights,19,20.3,19.8
206021112,Thornbury,12.2,17.4,19.9
403041073,Christie Downs,18.4,20.3,20
402021030,Elizabeth,17.2,20.3,20.2
203031048,Clifton Springs,18,19.5,20.3
402021029,Davoren Park,17.8,20.5,20.4
111031231,Shortland - Jesmond,15,20.6,20.6
114011275,Ettrema - Sassafras - Budawang,NA,NA,NA
801111140,ACT - South West,10.3,NA,NA
119011355,Chullora,8.7,NA,NA
701041042,Palmerston - South,8,NA,NA
127011592,Badgerys Creek,NA,NA,NA
205051099,Alps - West,NA,NA,NA
801041119,Kenny,NA,NA,NA
801041120,Moncrieff,9.4,NA,NA
101041022,Deua - Wadbilliga,NA,NA,NA
111031230,Newcastle Port - Kooragang,NA,NA,NA
801011018,Lawson,8,NA,NA
801041043,Hall,11.9,NA,NA
801111141,Namadgi,NA,NA,NA
801031115,Majura,NA,NA,NA
205031088,French Island,NA,NA,NA
507031173,Kwinana Industrial,NA,NA,NA
801031114,Canberra Airport,NA,NA,NA
507021167,O'Connor (WA),NA,NA,NA
503021037,Kings Park (WA),NA,NA,NA
506031130,Welshpool,NA,NA,NA
801041118,Jacka,10,NA,NA
403041082,Lonsdale,NA,NA,NA
312021345,Eungella Hinterland,NA,NA,NA
801071089,Tuggeranong,NA,NA,NA
304041099,Enoggera Reservoir,NA,NA,NA
308051532,Callemondah,NA,NA,NA
117011320,Banksmeadow,NA,NA,NA
701021012,Berrimah,8,NA,NA
507031172,Hope Valley - Postans,NA,NA,NA
701031035,Weddell,10.1,10.6,NA
702011049,Mount Johns,7.8,9.2,NA
701041044,Woodroffe,8.6,10.4,NA
801101135,Coombs,10,NA,NA
801071083,Macarthur,11.2,11,NA
801041037,Crace,8.4,10.2,NA
510021269,Port Hedland,9.5,10.8,NA
702011045,Charles,9.5,10,NA
308051538,Telina - Toolooa,10.7,10.8,NA
312021347,Mackay Harbour,10.6,NA,NA
801101139,Wright,11.1,12.9,NA
701041037,Driver,8.5,9.8,NA
801071088,Theodore,12.1,11.3,NA
702011047,Flynn (NT),9,10.5,NA
116021562,Acacia Gardens,10.6,11.2,NA
702011048,Larapinta,9.2,10.7,NA
305011111,Spring Hill,7.6,11.6,NA
801051054,Dickson,10,11.6,NA
701041039,Gray,10.1,12.2,NA
305011106,Fortitude Valley,8.6,12.5,NA
801041038,Forde,10,11.2,NA
801061129,Barton,11.5,13.2,NA
701041043,Rosebery - Bellamack,7.6,10.8,NA
510021270,South Hedland,9.5,11.3,NA
505031256,Carabooda - Pinjar,13.1,NA,NA
801071086,Oxley (ACT),11.9,11.9,NA
302031037,Eagle Farm - Pinkenba,10.9,12.8,NA
801051053,Civic,10.1,13,NA
801031113,Canberra East,12.2,13.3,NA
406021143,Roxby Downs,12.7,13.6,NA
312011341,Moranbah,12,13.3,NA
204011061,Upper Yarra Valley,16,NA,NA
701031034,Virginia,6.8,6.8,NA
701031031,Howard Springs,7.3,7.4,NA
801041044,Harrison,6.7,7.7,NA
701011008,Stuart Park,7,8.7,NA
701021013,Brinkin - Nakara,6.9,8.5,NA
701011009,Woolner - Bayview - Winnellie,7.3,8.7,NA
701041041,Palmerston - North,8,NA,NA
701021010,Alawa,7.2,8.5,NA
701021011,Anula,8,8.6,NA
701021020,Leanyer,7.4,8.3,NA
801091107,O'Malley,8.7,9,NA
701011006,Ludmilla - The Narrows,8.3,9.2,NA
801041035,Bonner,6.9,8.4,NA
701021022,Malak - Marrara,7.6,8.5,NA
701021025,Nightcliff,6.8,8.8,NA
701011007,Parap,7,8.7,NA
701021026,Rapid Creek,7.4,8.9,NA
701021018,Jingili,8.3,NA,NA
701021029,Wanguri,8,8.8,NA
701021028,Wagaman,6.7,8.5,NA
701021023,Millner,7.1,8.8,NA
701021024,Moil,7.6,8.8,NA
305031129,Wilston,8.6,8.9,NA
701021021,Lyons (NT),6.7,NA,NA
701021027,Tiwi,7.2,8.9,NA
701021030,Wulagi,7.8,9.1,NA
801041034,Amaroo,9.1,9.1,NA
801041039,Franklin,7.8,9.9,NA
701011005,Larrakeyah,6.9,9.2,NA
801041036,Casey,8.1,9.2,NA
701041040,Moulden,8.7,9.9,NA
701021019,Karama,7.8,9.1,NA
702011046,East Side,8.6,9.3,NA
701041036,Bakewell,8,10.4,NA
213041462,Burnside Heights,9.1,10.4,NA
702011051,Ross,9.7,9.6,NA
